,Province/State,Country/Region,Lat,Long,Date,Day,Month,Year,Confirmed,Deaths,Recovered
38962,,Haiti,18.9712,-72.2852,2020-06-16,16,June,2020,4547,80,24.0
38963,,Holy See,41.9029,12.4534,2020-06-16,16,June,2020,12,0,12.0
38964,,Honduras,15.2,-86.2419,2020-06-16,16,June,2020,9656,330,1075.0
38965,,Hungary,47.1625,19.5033,2020-06-16,16,June,2020,4077,565,2516.0
38966,,Iceland,64.9631,-19.0208,2020-06-16,16,June,2020,1812,10,1796.0
38967,,India,21.0,78.0,2020-06-16,16,June,2020,354065,11903,186935.0
38968,,Indonesia,-0.7893,113.9213,2020-06-16,16,June,2020,40400,2231,15703.0
38969,,Iran,32.0,53.0,2020-06-16,16,June,2020,192439,9065,152675.0
38970,,Iraq,33.0,44.0,2020-06-16,16,June,2020,22700,712,9862.0
38971,,Ireland,53.1424,-7.6921,2020-06-16,16,June,2020,25334,1709,22698.0
38972,,Israel,31.0,35.0,2020-06-16,16,June,2020,19495,302,15449.0
38973,,Italy,43.0,12.0,2020-06-16,16,June,2020,237500,34405,178526.0
38974,,Jamaica,18.1096,-77.2975,2020-06-16,16,June,2020,621,10,449.0
38975,,Japan,36.0,138.0,2020-06-16,16,June,2020,17484,934,15652.0
38976,,Jordan,31.24,36.51,2020-06-16,16,June,2020,981,9,693.0
38977,,Kazakhstan,48.0196,66.9237,2020-06-16,16,June,2020,15542,88,9647.0
38978,,Kenya,-0.0236,37.9062,2020-06-16,16,June,2020,3860,105,1328.0
38979,,"Korea, South",36.0,128.0,2020-06-16,16,June,2020,12198,279,10774.0
38980,,Kuwait,29.5,47.75,2020-06-16,16,June,2020,36958,303,28206.0
38981,,Kyrgyzstan,41.2044,74.7661,2020-06-16,16,June,2020,2562,30,1902.0
38982,,Latvia,56.8796,24.6032,2020-06-16,16,June,2020,1098,28,875.0
38983,,Lebanon,33.8547,35.8623,2020-06-16,16,June,2020,1473,32,889.0
38984,,Liberia,6.4281,-9.4295,2020-06-16,16,June,2020,509,33,222.0
38985,,Liechtenstein,47.14,9.55,2020-06-16,16,June,2020,82,1,55.0
38986,,Lithuania,55.1694,23.8813,2020-06-16,16,June,2020,1776,76,1441.0
38987,,Luxembourg,49.8153,6.1296,2020-06-16,16,June,2020,4075,110,3933.0
38988,,Madagascar,-18.7669,46.8691,2020-06-16,16,June,2020,1317,12,417.0
38989,,Malaysia,2.5,112.5,2020-06-16,16,June,2020,8505,121,7733.0
38990,,Maldives,3.2028,73.2207,2020-06-16,16,June,2020,2094,8,1670.0
38991,,Malta,35.9375,14.3754,2020-06-16,16,June,2020,656,9,608.0
38992,,Mauritania,21.0079,10.9408,2020-06-16,16,June,2020,2057,93,373.0
38993,,Mauritius,-20.2,57.5,2020-06-16,16,June,2020,337,10,325.0
38994,,Mexico,23.6345,-102.5528,2020-06-16,16,June,2020,154863,18310,115394.0
38995,,Moldova,47.4116,28.3699,2020-06-16,16,June,2020,12254,423,6901.0
38996,,Monaco,43.7333,7.4167,2020-06-16,16,June,2020,99,4,94.0
38997,,Mongolia,46.8625,103.8467,2020-06-16,16,June,2020,197,0,111.0
38998,,Montenegro,42.5,19.3,2020-06-16,16,June,2020,326,9,315.0
38999,,Morocco,31.7917,-7.0926,2020-06-16,16,June,2020,8931,212,7937.0
39000,,Namibia,-22.9576,18.4904,2020-06-16,16,June,2020,34,0,18.0
39001,,Nepal,28.1667,84.25,2020-06-16,16,June,2020,6591,19,1158.0
39002,Aruba,Netherlands,12.5186,-70.0358,2020-06-16,16,June,2020,101,3,98.0
39003,Curacao,Netherlands,12.1696,-68.99,2020-06-16,16,June,2020,23,1,19.0
39004,Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-16,16,June,2020,77,15,62.0
39005,,Netherlands,52.1326,5.2913,2020-06-16,16,June,2020,49087,6070,0.0
39006,,New Zealand,-40.9006,174.886,2020-06-16,16,June,2020,1506,22,1482.0
39007,,Nicaragua,12.8654,-85.2072,2020-06-16,16,June,2020,1823,64,1238.0
39008,,Niger,17.6078,8.0817,2020-06-16,16,June,2020,1016,66,885.0
39009,,Nigeria,9.082,8.6753,2020-06-16,16,June,2020,17148,455,5623.0
39010,,North Macedonia,41.6086,21.7453,2020-06-16,16,June,2020,4299,201,1757.0
39011,,Norway,60.472,8.4689,2020-06-16,16,June,2020,8660,242,8138.0
39012,,Oman,21.0,57.0,2020-06-16,16,June,2020,25269,114,11089.0
39013,,Pakistan,30.3753,69.3451,2020-06-16,16,June,2020,154760,2975,58437.0
39014,,Panama,8.538,-80.7821,2020-06-16,16,June,2020,21962,457,13774.0
39015,,Papua New Guinea,-6.315,143.9555,2020-06-16,16,June,2020,8,0,8.0
39016,,Paraguay,-23.4425,-58.4438,2020-06-16,16,June,2020,1303,13,699.0
39017,,Peru,-9.19,-75.0152,2020-06-16,16,June,2020,237156,7056,125205.0
39018,,Philippines,13.0,122.0,2020-06-16,16,June,2020,26781,1103,6552.0
39019,,Poland,51.9194,19.1451,2020-06-16,16,June,2020,30195,1272,14654.0
39020,,Portugal,39.3999,-8.2245,2020-06-16,16,June,2020,37336,1522,23212.0
39021,,Qatar,25.3548,51.1839,2020-06-16,16,June,2020,82077,80,60461.0
39022,,Romania,45.9432,24.9668,2020-06-16,16,June,2020,22415,1437,16071.0
39023,,Russia,60.0,90.0,2020-06-16,16,June,2020,544725,7274,293780.0
39024,,Rwanda,-1.9403,29.8739,2020-06-16,16,June,2020,636,2,338.0
39025,,Saint Lucia,13.9094,-60.9789,2020-06-16,16,June,2020,19,0,18.0
39026,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-16,16,June,2020,29,0,25.0
39027,,San Marino,43.9424,12.4578,2020-06-16,16,June,2020,694,42,590.0
39028,,Saudi Arabia,24.0,45.0,2020-06-16,16,June,2020,136315,1052,89540.0
39029,,Senegal,14.4974,-14.4524,2020-06-16,16,June,2020,5247,70,3525.0
39030,,Serbia,44.0165,21.0059,2020-06-16,16,June,2020,12426,256,11624.0
39031,,Seychelles,-4.6796,55.492,2020-06-16,16,June,2020,11,0,11.0
39032,,Singapore,1.2833,103.8333,2020-06-16,16,June,2020,40969,26,31163.0
39033,,Slovakia,48.669,19.699,2020-06-16,16,June,2020,1552,28,1426.0
39034,,Slovenia,46.1512,14.9955,2020-06-16,16,June,2020,1499,109,1359.0
39035,,Somalia,5.1521,46.1996,2020-06-16,16,June,2020,2658,88,649.0
39036,,South Africa,-30.5595,22.9375,2020-06-16,16,June,2020,76334,1625,42063.0
39037,,Spain,40.0,-4.0,2020-06-16,16,June,2020,244328,27136,150376.0
39038,,Sri Lanka,7.0,81.0,2020-06-16,16,June,2020,1915,11,1371.0
39039,,Sudan,12.8628,30.2176,2020-06-16,16,June,2020,7740,477,2820.0
39040,,Suriname,3.9193,-56.0278,2020-06-16,16,June,2020,236,6,48.0
39041,,Sweden,63.0,16.0,2020-06-16,16,June,2020,53323,4939,0.0
39042,,Switzerland,46.8182,8.2275,2020-06-16,16,June,2020,31154,1954,28900.0
39043,,Taiwan*,23.7,121.0,2020-06-16,16,June,2020,445,7,433.0
39044,,Tanzania,-6.369,34.8888,2020-06-16,16,June,2020,509,21,183.0
39045,,Thailand,15.0,101.0,2020-06-16,16,June,2020,3135,58,2993.0
39046,,Togo,8.6195,0.8248,2020-06-16,16,June,2020,537,13,344.0
39047,,Trinidad and Tobago,10.6918,-61.2225,2020-06-16,16,June,2020,123,8,109.0
39048,,Tunisia,34.0,9.0,2020-06-16,16,June,2020,1125,49,1002.0
39049,,Turkey,38.9637,35.2433,2020-06-16,16,June,2020,181298,4842,153379.0
39050,,Uganda,1.0,32.0,2020-06-16,16,June,2020,724,0,351.0
39051,,Ukraine,48.3794,31.1656,2020-06-16,16,June,2020,33209,922,15054.0
39052,,United Arab Emirates,24.0,54.0,2020-06-16,16,June,2020,42982,293,28861.0
39053,Bermuda,United Kingdom,32.3078,-64.7505,2020-06-16,16,June,2020,144,9,128.0
39054,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-16,16,June,2020,193,1,123.0
39055,Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-16,16,June,2020,568,48,512.0
39056,Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-16,16,June,2020,176,0,174.0
39057,Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-16,16,June,2020,336,24,312.0
39058,Montserrat,United Kingdom,16.7425,-62.1874,2020-06-16,16,June,2020,11,1,10.0
39059,,United Kingdom,55.3781,-3.4360000000000004,2020-06-16,16,June,2020,298136,41969,0.0
39060,,Uruguay,-32.5228,-55.7658,2020-06-16,16,June,2020,849,24,801.0
39061,,US,37.0902,-95.7129,2020-06-16,16,June,2020,2137731,116963,583503.0
39062,,Uzbekistan,41.3775,64.5853,2020-06-16,16,June,2020,5493,19,4096.0
39063,,Venezuela,6.4238,-66.5897,2020-06-16,16,June,2020,3150,27,835.0
39064,,Vietnam,16.0,108.0,2020-06-16,16,June,2020,334,0,325.0
39065,,Zambia,-15.4167,28.2833,2020-06-16,16,June,2020,1405,11,1142.0
39066,,Zimbabwe,-20.0,30.0,2020-06-16,16,June,2020,391,4,62.0
39068,,Dominica,15.415,-61.371,2020-06-16,16,June,2020,18,0,16.0
39069,,Grenada,12.1165,-61.678999999999995,2020-06-16,16,June,2020,23,0,22.0
39070,,Mozambique,-18.665695,35.529562,2020-06-16,16,June,2020,638,4,0.0
39071,,Syria,34.802075,38.99681500000001,2020-06-16,16,June,2020,177,6,0.0
39072,,Timor-Leste,-8.874217,125.727539,2020-06-16,16,June,2020,24,0,0.0
39073,,Belize,13.1939,-59.5432,2020-06-16,16,June,2020,22,2,16.0
39074,,Laos,19.856270000000002,102.495496,2020-06-16,16,June,2020,19,0,19.0
39075,,Libya,26.3351,17.228331,2020-06-16,16,June,2020,484,10,76.0
39076,,West Bank and Gaza,31.9522,35.2332,2020-06-16,16,June,2020,514,3,415.0
39077,,Guinea-Bissau,11.8037,-15.1804,2020-06-16,16,June,2020,1492,15,153.0
39078,,Mali,17.570692,-3.996166000000001,2020-06-16,16,June,2020,1885,104,1145.0
39079,,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-16,16,June,2020,15,0,15.0
39080,Northwest Territories,Canada,64.8255,-124.8457,2020-06-16,16,June,2020,5,0,0.0
39081,Yukon,Canada,64.2823,-135.0,2020-06-16,16,June,2020,11,0,0.0
39082,,Kosovo,42.602636,20.902977,2020-06-16,16,June,2020,1486,33,953.0
39083,,Burma,21.9162,95.956,2020-06-16,16,June,2020,262,6,179.0
39084,Anguilla,United Kingdom,18.2206,-63.0686,2020-06-16,16,June,2020,3,0,3.0
39085,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-16,16,June,2020,8,1,7.0
39086,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-06-16,16,June,2020,12,1,11.0
39088,,Botswana,-22.3285,24.6849,2020-06-16,16,June,2020,60,1,24.0
39089,,Burundi,-3.3731,29.9189,2020-06-16,16,June,2020,104,1,75.0
39090,,Sierra Leone,8.460555000000001,-11.779889,2020-06-16,16,June,2020,1225,51,686.0
39091,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-06-16,16,June,2020,7,0,7.0
39092,,Malawi,-13.254307999999998,34.301525,2020-06-16,16,June,2020,564,6,73.0
39093,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-16,16,June,2020,13,0,13.0
39094,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-16,16,June,2020,1,0,1.0
39095,,South Sudan,6.8770000000000024,31.307,2020-06-16,16,June,2020,1776,30,58.0
39096,,Western Sahara,24.2155,-12.8858,2020-06-16,16,June,2020,9,1,8.0
39097,,Sao Tome and Principe,0.18636,6.613081,2020-06-16,16,June,2020,671,12,182.0
39098,,Yemen,15.552726999999999,48.516388,2020-06-16,16,June,2020,885,214,91.0
39099,,Comoros,-11.6455,43.3333,2020-06-16,16,June,2020,197,3,127.0
39100,,Tajikistan,38.861034000000004,71.276093,2020-06-16,16,June,2020,5160,50,3624.0
39101,,Lesotho,-29.609988,28.233608,2020-06-16,16,June,2020,4,0,2.0
39102,,Afghanistan,33.0,65.0,2020-06-17,17,June,2020,26874,504,6158.0
39103,,Albania,41.1533,20.1683,2020-06-17,17,June,2020,1722,38,1077.0
39104,,Algeria,28.0339,1.6596,2020-06-17,17,June,2020,11268,799,7943.0
39105,,Andorra,42.5063,1.5218,2020-06-17,17,June,2020,854,52,791.0
39106,,Angola,-11.2027,17.8739,2020-06-17,17,June,2020,155,7,64.0
39107,,Antigua and Barbuda,17.0608,-61.7964,2020-06-17,17,June,2020,26,3,22.0
39108,,Argentina,-38.4161,-63.6167,2020-06-17,17,June,2020,35552,913,10512.0
39109,,Armenia,40.0691,45.0382,2020-06-17,17,June,2020,18033,302,6814.0
39110,Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-17,17,June,2020,108,3,105.0
39111,New South Wales,Australia,-33.8688,151.2093,2020-06-17,17,June,2020,3137,48,2770.0
39112,Northern Territory,Australia,-12.4634,130.8456,2020-06-17,17,June,2020,29,0,29.0
39113,Queensland,Australia,-28.0167,153.4,2020-06-17,17,June,2020,1066,6,1052.0
39114,South Australia,Australia,-34.9285,138.6007,2020-06-17,17,June,2020,440,4,436.0
39115,Tasmania,Australia,-41.4545,145.9707,2020-06-17,17,June,2020,228,13,215.0
39116,Victoria,Australia,-37.8136,144.9631,2020-06-17,17,June,2020,1780,19,1678.0
39117,Western Australia,Australia,-31.9505,115.8605,2020-06-17,17,June,2020,603,9,592.0
39118,,Austria,47.5162,14.5501,2020-06-17,17,June,2020,17203,687,16099.0
39119,,Azerbaijan,40.1431,47.5769,2020-06-17,17,June,2020,10991,133,6075.0
39120,,Bahamas,25.0343,-77.3963,2020-06-17,17,June,2020,104,11,72.0
39121,,Bahrain,26.0275,50.55,2020-06-17,17,June,2020,19961,49,14185.0
39122,,Bangladesh,23.685,90.3563,2020-06-17,17,June,2020,98489,1305,38189.0
39123,,Barbados,13.1939,-59.5432,2020-06-17,17,June,2020,97,7,85.0
39124,,Belarus,53.7098,27.9534,2020-06-17,17,June,2020,56032,324,32735.0
39125,,Belgium,50.8333,4.0,2020-06-17,17,June,2020,60244,9675,16684.0
39126,,Benin,9.3077,2.3158,2020-06-17,17,June,2020,572,9,237.0
39127,,Bhutan,27.5142,90.4336,2020-06-17,17,June,2020,67,0,24.0
39128,,Bolivia,-16.2902,-63.5887,2020-06-17,17,June,2020,20685,679,4002.0
39129,,Bosnia and Herzegovina,43.9159,17.6791,2020-06-17,17,June,2020,3141,168,2197.0
39130,,Brazil,-14.235,-51.9253,2020-06-17,17,June,2020,955377,46510,521046.0
39131,,Brunei,4.5353,114.7277,2020-06-17,17,June,2020,141,3,138.0
39132,,Bulgaria,42.7339,25.4858,2020-06-17,17,June,2020,3542,184,1880.0
39133,,Burkina Faso,12.2383,-1.5616,2020-06-17,17,June,2020,899,53,809.0
39134,,Cabo Verde,16.5388,-23.0418,2020-06-17,17,June,2020,792,7,377.0
39135,,Cambodia,11.55,104.9167,2020-06-17,17,June,2020,128,0,126.0
39136,,Cameroon,3.8480000000000003,11.5021,2020-06-17,17,June,2020,9864,276,5570.0
39137,Alberta,Canada,53.9333,-116.5765,2020-06-17,17,June,2020,7530,151,0.0
39138,British Columbia,Canada,49.2827,-123.1207,2020-06-17,17,June,2020,2775,168,0.0
39140,Manitoba,Canada,53.7609,-98.8139,2020-06-17,17,June,2020,306,7,0.0
39141,New Brunswick,Canada,46.5653,-66.4619,2020-06-17,17,June,2020,164,2,0.0
39142,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-06-17,17,June,2020,261,3,0.0
39143,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-06-17,17,June,2020,1061,62,0.0
39144,Ontario,Canada,51.2538,-85.3232,2020-06-17,17,June,2020,34382,2607,0.0
39145,Prince Edward Island,Canada,46.5107,-63.4168,2020-06-17,17,June,2020,27,0,0.0
39146,Quebec,Canada,52.9399,-73.5491,2020-06-17,17,June,2020,54263,5298,0.0
39147,Saskatchewan,Canada,52.9399,-106.4509,2020-06-17,17,June,2020,693,13,0.0
39148,,Central African Republic,6.6111,20.9394,2020-06-17,17,June,2020,2564,18,402.0
39149,,Chad,15.4542,18.7322,2020-06-17,17,June,2020,854,74,721.0
39150,,Chile,-35.6751,-71.543,2020-06-17,17,June,2020,220628,3615,181931.0
39151,Anhui,China,31.8257,117.2264,2020-06-17,17,June,2020,991,6,985.0
39152,Beijing,China,40.1824,116.4142,2020-06-17,17,June,2020,752,9,584.0
39153,Chongqing,China,30.0572,107.874,2020-06-17,17,June,2020,582,6,573.0
39154,Fujian,China,26.0789,117.9874,2020-06-17,17,June,2020,362,1,356.0
39155,Gansu,China,37.8099,101.0583,2020-06-17,17,June,2020,150,2,137.0
39156,Guangdong,China,23.3417,113.4244,2020-06-17,17,June,2020,1628,8,1603.0
39157,Guangxi,China,23.8298,108.7881,2020-06-17,17,June,2020,254,2,252.0
39158,Guizhou,China,26.8154,106.8748,2020-06-17,17,June,2020,147,2,145.0
39159,Hainan,China,19.1959,109.7453,2020-06-17,17,June,2020,171,6,163.0
39160,Hebei,China,39.549,116.1306,2020-06-17,17,June,2020,338,6,322.0
39161,Heilongjiang,China,47.861999999999995,127.7615,2020-06-17,17,June,2020,947,13,934.0
39162,Henan,China,33.882,113.61399999999999,2020-06-17,17,June,2020,1276,22,1254.0
39163,Hong Kong,China,22.3,114.2,2020-06-17,17,June,2020,1120,4,1071.0
39164,Hubei,China,30.9756,112.2707,2020-06-17,17,June,2020,68135,4512,63623.0
39165,Hunan,China,27.6104,111.7088,2020-06-17,17,June,2020,1019,4,1015.0
39166,Inner Mongolia,China,44.0935,113.9448,2020-06-17,17,June,2020,238,1,234.0
39167,Jiangsu,China,32.9711,119.455,2020-06-17,17,June,2020,653,0,653.0
39168,Jiangxi,China,27.614,115.7221,2020-06-17,17,June,2020,932,1,931.0
39169,Jilin,China,43.6661,126.1923,2020-06-17,17,June,2020,155,2,153.0
39170,Liaoning,China,41.2956,122.6085,2020-06-17,17,June,2020,152,2,147.0
39171,Macau,China,22.1667,113.55,2020-06-17,17,June,2020,45,0,45.0
39172,Ningxia,China,37.2692,106.1655,2020-06-17,17,June,2020,75,0,75.0
39173,Qinghai,China,35.7452,95.9956,2020-06-17,17,June,2020,18,0,18.0
39174,Shaanxi,China,35.1917,108.8701,2020-06-17,17,June,2020,314,3,306.0
39175,Shandong,China,36.3427,118.1498,2020-06-17,17,June,2020,792,7,783.0
39176,Shanghai,China,31.201999999999998,121.4491,2020-06-17,17,June,2020,697,7,668.0
39177,Shanxi,China,37.5777,112.2922,2020-06-17,17,June,2020,198,0,198.0
39178,Sichuan,China,30.6171,102.7103,2020-06-17,17,June,2020,589,3,567.0
39179,Tianjin,China,39.3054,117.323,2020-06-17,17,June,2020,197,3,191.0
39180,Tibet,China,31.6927,88.0924,2020-06-17,17,June,2020,1,0,1.0
39181,Xinjiang,China,41.1129,85.2401,2020-06-17,17,June,2020,76,3,73.0
39182,Yunnan,China,24.974,101.48700000000001,2020-06-17,17,June,2020,185,2,183.0
39183,Zhejiang,China,29.1832,120.0934,2020-06-17,17,June,2020,1269,1,1267.0
39184,,Colombia,4.5709,-74.2973,2020-06-17,17,June,2020,55083,1887,20400.0
39185,,Congo (Brazzaville),-4.0383,21.7587,2020-06-17,17,June,2020,883,27,391.0
39186,,Congo (Kinshasa),-4.0383,21.7587,2020-06-17,17,June,2020,5100,115,640.0
39187,,Costa Rica,9.7489,-83.7534,2020-06-17,17,June,2020,1871,12,899.0
39188,,Cote d'Ivoire,7.54,-5.5471,2020-06-17,17,June,2020,6063,48,2749.0
39189,,Croatia,45.1,15.2,2020-06-17,17,June,2020,2258,107,2141.0
39191,,Cuba,22.0,-80.0,2020-06-17,17,June,2020,2280,84,1999.0
39192,,Cyprus,35.1264,33.4299,2020-06-17,17,June,2020,985,18,816.0
39193,,Czechia,49.8175,15.472999999999999,2020-06-17,17,June,2020,10162,333,7399.0
39194,Faroe Islands,Denmark,61.8926,-6.9118,2020-06-17,17,June,2020,187,0,187.0
39195,Greenland,Denmark,71.7069,-42.6043,2020-06-17,17,June,2020,13,0,13.0
39196,,Denmark,56.2639,9.5018,2020-06-17,17,June,2020,12294,598,11185.0
39197,,Djibouti,11.8251,42.5903,2020-06-17,17,June,2020,4545,43,3411.0
39198,,Dominican Republic,18.7357,-70.1627,2020-06-17,17,June,2020,24105,633,14216.0
39199,,Ecuador,-1.8312,-78.1834,2020-06-17,17,June,2020,48490,4007,23881.0
39200,,Egypt,26.0,30.0,2020-06-17,17,June,2020,49219,1850,13141.0
39201,,El Salvador,13.7942,-88.8965,2020-06-17,17,June,2020,4066,79,2137.0
39202,,Equatorial Guinea,1.5,10.0,2020-06-17,17,June,2020,1664,32,515.0
39203,,Eritrea,15.1794,39.7823,2020-06-17,17,June,2020,131,0,39.0
39204,,Estonia,58.5953,25.0136,2020-06-17,17,June,2020,1977,69,1743.0
39205,,Eswatini,-26.5225,31.4659,2020-06-17,17,June,2020,563,4,262.0
39206,,Ethiopia,9.145,40.4897,2020-06-17,17,June,2020,3759,63,849.0
39207,,Fiji,-17.7134,178.065,2020-06-17,17,June,2020,18,0,18.0
39208,,Finland,64.0,26.0,2020-06-17,17,June,2020,7117,326,6200.0
39209,French Guiana,France,3.9339,-53.1258,2020-06-17,17,June,2020,1554,5,663.0
39210,French Polynesia,France,-17.6797,149.4068,2020-06-17,17,June,2020,60,0,60.0
39211,Guadeloupe,France,16.25,-61.5833,2020-06-17,17,June,2020,171,14,157.0
39212,Mayotte,France,-12.8275,45.1662,2020-06-17,17,June,2020,2345,29,2066.0
39213,New Caledonia,France,-20.9043,165.618,2020-06-17,17,June,2020,21,0,21.0
39214,Reunion,France,-21.1351,55.2471,2020-06-17,17,June,2020,497,1,460.0
39215,Saint Barthelemy,France,17.9,-62.8333,2020-06-17,17,June,2020,6,0,6.0
39216,St Martin,France,18.0708,-63.0501,2020-06-17,17,June,2020,42,3,36.0
39217,Martinique,France,14.6415,-61.0242,2020-06-17,17,June,2020,202,14,98.0
39218,,France,46.2276,2.2137,2020-06-17,17,June,2020,189906,29512,70223.0
39219,,Gabon,-0.8037,11.6094,2020-06-17,17,June,2020,4229,30,1505.0
39220,,Gambia,13.4432,-15.3101,2020-06-17,17,June,2020,34,1,24.0
39221,,Georgia,42.3154,43.3569,2020-06-17,17,June,2020,888,14,731.0
39222,,Germany,51.0,9.0,2020-06-17,17,June,2020,188604,8851,173599.0
39223,,Ghana,7.9465,-1.0232,2020-06-17,17,June,2020,12590,66,4410.0
39224,,Greece,39.0742,21.8243,2020-06-17,17,June,2020,3203,187,1374.0
39225,,Guatemala,15.7835,-90.2308,2020-06-17,17,June,2020,11251,432,2200.0
39226,,Guinea,9.9456,-9.6966,2020-06-17,17,June,2020,4668,26,3364.0
39227,,Guyana,5.0,-58.75,2020-06-17,17,June,2020,171,12,102.0
39228,,Haiti,18.9712,-72.2852,2020-06-17,17,June,2020,4688,82,24.0
39229,,Holy See,41.9029,12.4534,2020-06-17,17,June,2020,12,0,12.0
39230,,Honduras,15.2,-86.2419,2020-06-17,17,June,2020,10299,336,1116.0
39231,,Hungary,47.1625,19.5033,2020-06-17,17,June,2020,4078,567,2547.0
39232,,Iceland,64.9631,-19.0208,2020-06-17,17,June,2020,1815,10,1797.0
39233,,India,21.0,78.0,2020-06-17,17,June,2020,366946,12237,194325.0
39234,,Indonesia,-0.7893,113.9213,2020-06-17,17,June,2020,41431,2276,16243.0
39235,,Iran,32.0,53.0,2020-06-17,17,June,2020,195051,9185,154812.0
39236,,Iraq,33.0,44.0,2020-06-17,17,June,2020,24254,773,10770.0
39237,,Ireland,53.1424,-7.6921,2020-06-17,17,June,2020,25341,1710,22698.0
39238,,Israel,31.0,35.0,2020-06-17,17,June,2020,19783,303,15459.0
39239,,Italy,43.0,12.0,2020-06-17,17,June,2020,237828,34448,179455.0
39240,,Jamaica,18.1096,-77.2975,2020-06-17,17,June,2020,626,10,451.0
39241,,Japan,36.0,138.0,2020-06-17,17,June,2020,17530,935,15753.0
39242,,Jordan,31.24,36.51,2020-06-17,17,June,2020,987,9,693.0
39243,,Kazakhstan,48.0196,66.9237,2020-06-17,17,June,2020,15877,97,9920.0
39244,,Kenya,-0.0236,37.9062,2020-06-17,17,June,2020,4044,107,1353.0
39245,,"Korea, South",36.0,128.0,2020-06-17,17,June,2020,12257,280,10800.0
39246,,Kuwait,29.5,47.75,2020-06-17,17,June,2020,37533,306,28896.0
39247,,Kyrgyzstan,41.2044,74.7661,2020-06-17,17,June,2020,2657,31,1933.0
39248,,Latvia,56.8796,24.6032,2020-06-17,17,June,2020,1104,30,875.0
39249,,Lebanon,33.8547,35.8623,2020-06-17,17,June,2020,1489,32,907.0
39250,,Liberia,6.4281,-9.4295,2020-06-17,17,June,2020,516,33,240.0
39251,,Liechtenstein,47.14,9.55,2020-06-17,17,June,2020,82,1,55.0
39252,,Lithuania,55.1694,23.8813,2020-06-17,17,June,2020,1778,76,1447.0
39253,,Luxembourg,49.8153,6.1296,2020-06-17,17,June,2020,4085,110,3935.0
39254,,Madagascar,-18.7669,46.8691,2020-06-17,17,June,2020,1378,12,450.0
39255,,Malaysia,2.5,112.5,2020-06-17,17,June,2020,8515,121,7873.0
39256,,Maldives,3.2028,73.2207,2020-06-17,17,June,2020,2120,8,1677.0
39257,,Malta,35.9375,14.3754,2020-06-17,17,June,2020,662,9,610.0
39258,,Mauritania,21.0079,10.9408,2020-06-17,17,June,2020,2223,95,427.0
39259,,Mauritius,-20.2,57.5,2020-06-17,17,June,2020,337,10,325.0
39260,,Mexico,23.6345,-102.5528,2020-06-17,17,June,2020,159793,19080,118504.0
39261,,Moldova,47.4116,28.3699,2020-06-17,17,June,2020,12732,433,7077.0
39262,,Monaco,43.7333,7.4167,2020-06-17,17,June,2020,99,4,94.0
39263,,Mongolia,46.8625,103.8467,2020-06-17,17,June,2020,201,0,127.0
39264,,Montenegro,42.5,19.3,2020-06-17,17,June,2020,333,9,315.0
39265,,Morocco,31.7917,-7.0926,2020-06-17,17,June,2020,8997,213,7993.0
39266,,Namibia,-22.9576,18.4904,2020-06-17,17,June,2020,36,0,19.0
39267,,Nepal,28.1667,84.25,2020-06-17,17,June,2020,7177,20,1167.0
39268,Aruba,Netherlands,12.5186,-70.0358,2020-06-17,17,June,2020,101,3,98.0
39269,Curacao,Netherlands,12.1696,-68.99,2020-06-17,17,June,2020,23,1,19.0
39270,Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-17,17,June,2020,77,15,62.0
39271,,Netherlands,52.1326,5.2913,2020-06-17,17,June,2020,49204,6074,0.0
39272,,New Zealand,-40.9006,174.886,2020-06-17,17,June,2020,1507,22,1482.0
39273,,Nicaragua,12.8654,-85.2072,2020-06-17,17,June,2020,1823,64,1238.0
39274,,Niger,17.6078,8.0817,2020-06-17,17,June,2020,1020,67,893.0
39275,,Nigeria,9.082,8.6753,2020-06-17,17,June,2020,17735,469,5967.0
39276,,North Macedonia,41.6086,21.7453,2020-06-17,17,June,2020,4482,210,1803.0
39277,,Norway,60.472,8.4689,2020-06-17,17,June,2020,8692,243,8138.0
39278,,Oman,21.0,57.0,2020-06-17,17,June,2020,26079,116,11797.0
39279,,Pakistan,30.3753,69.3451,2020-06-17,17,June,2020,160118,3093,59215.0
39280,,Panama,8.538,-80.7821,2020-06-17,17,June,2020,22597,470,13774.0
39281,,Papua New Guinea,-6.315,143.9555,2020-06-17,17,June,2020,8,0,8.0
